RunID,homophily,local_ratio,noise_ratio,shock_alpha,shock_beta
1,9.186524292454123,0.259511661529541,0.05728302381932735,5.393664308562876,0.052447728523984556
2,2.848010202869773,0.259511661529541,0.05728302381932735,5.393664308562876,0.052447728523984556
3,9.186524292454123,0.2289554461836815,0.05728302381932735,5.393664308562876,0.052447728523984556
4,9.186524292454123,0.259511661529541,0.05469805130735039,5.393664308562876,0.052447728523984556
5,9.186524292454123,0.259511661529541,0.05728302381932735,2.6788100586552175,0.052447728523984556
6,9.186524292454123,0.259511661529541,0.05728302381932735,5.393664308562876,0.04382182214409113
7,9.186524292454123,0.2289554461836815,0.05469805130735039,2.6788100586552175,0.04382182214409113
8,2.848010202869773,0.259511661529541,0.05469805130735039,2.6788100586552175,0.04382182214409113
9,2.848010202869773,0.2289554461836815,0.05728302381932735,2.6788100586552175,0.04382182214409113
10,2.848010202869773,0.2289554461836815,0.05469805130735039,5.393664308562876,0.04382182214409113
11,2.848010202869773,0.2289554461836815,0.05469805130735039,2.6788100586552175,0.052447728523984556
12,2.848010202869773,0.2289554461836815,0.05469805130735039,2.6788100586552175,0.04382182214409113
13,2.451092442497611,0.2273360585793853,0.04305857248604298,2.4761764381267133,0.08091418785043061
14,6.054346989840269,0.2273360585793853,0.04305857248604298,2.4761764381267133,0.08091418785043061
15,2.451092442497611,0.25996975917369125,0.04305857248604298,2.4761764381267133,0.08091418785043061
16,2.451092442497611,0.2273360585793853,0.047221519127488135,2.4761764381267133,0.08091418785043061
17,2.451092442497611,0.2273360585793853,0.04305857248604298,6.085035950094461,0.08091418785043061
18,2.451092442497611,0.2273360585793853,0.04305857248604298,2.4761764381267133,0.08605654519982636
19,2.451092442497611,0.25996975917369125,0.047221519127488135,6.085035950094461,0.08605654519982636
20,6.054346989840269,0.2273360585793853,0.047221519127488135,6.085035950094461,0.08605654519982636
21,6.054346989840269,0.25996975917369125,0.04305857248604298,6.085035950094461,0.08605654519982636
22,6.054346989840269,0.25996975917369125,0.047221519127488135,2.4761764381267133,0.08605654519982636
23,6.054346989840269,0.25996975917369125,0.047221519127488135,6.085035950094461,0.08091418785043061
24,6.054346989840269,0.25996975917369125,0.047221519127488135,6.085035950094461,0.08605654519982636
25,3.8344084192067385,0.2877309709787369,0.05399519948288798,4.571251279050484,0.09517530109733344
26,8.546719178557396,0.2877309709787369,0.05399519948288798,4.571251279050484,0.09517530109733344
27,3.8344084192067385,0.21878274930641056,0.05399519948288798,4.571251279050484,0.09517530109733344
28,3.8344084192067385,0.2877309709787369,0.04329701425507665,4.571251279050484,0.09517530109733344
29,3.8344084192067385,0.2877309709787369,0.05399519948288798,4.973448338387534,0.09517530109733344
30,3.8344084192067385,0.2877309709787369,0.05399519948288798,4.571251279050484,0.10418415703810753
31,3.8344084192067385,0.21878274930641056,0.04329701425507665,4.973448338387534,0.10418415703810753
32,8.546719178557396,0.2877309709787369,0.04329701425507665,4.973448338387534,0.10418415703810753
33,8.546719178557396,0.21878274930641056,0.05399519948288798,4.973448338387534,0.10418415703810753
34,8.546719178557396,0.21878274930641056,0.04329701425507665,4.571251279050484,0.10418415703810753
35,8.546719178557396,0.21878274930641056,0.04329701425507665,4.973448338387534,0.09517530109733344
36,8.546719178557396,0.21878274930641056,0.04329701425507665,4.973448338387534,0.10418415703810753
37,7.176910238340497,0.22390782292932274,0.045721492301672696,3.298238964034245,0.053650315776467325
38,0.3464865032583475,0.22390782292932274,0.045721492301672696,3.298238964034245,0.053650315776467325
39,7.176910238340497,0.2889412143267691,0.045721492301672696,3.298238964034245,0.053650315776467325
40,7.176910238340497,0.22390782292932274,0.05581978112459182,3.298238964034245,0.053650315776467325
41,7.176910238340497,0.22390782292932274,0.045721492301672696,3.7979540028236807,0.053650315776467325
42,7.176910238340497,0.22390782292932274,0.045721492301672696,3.298238964034245,0.06343700923025608
43,7.176910238340497,0.2889412143267691,0.05581978112459182,3.7979540028236807,0.06343700923025608
44,0.3464865032583475,0.22390782292932274,0.05581978112459182,3.7979540028236807,0.06343700923025608
45,0.3464865032583475,0.2889412143267691,0.045721492301672696,3.7979540028236807,0.06343700923025608
46,0.3464865032583475,0.2889412143267691,0.05581978112459182,3.298238964034245,0.06343700923025608
47,0.3464865032583475,0.2889412143267691,0.05581978112459182,3.7979540028236807,0.053650315776467325
48,0.3464865032583475,0.2889412143267691,0.05581978112459182,3.7979540028236807,0.06343700923025608
49,5.726103754714131,0.2844444679096341,0.0400386244058609,4.048874427881092,0.06797254621982575
50,4.915927229449153,0.2844444679096341,0.0400386244058609,4.048874427881092,0.06797254621982575
51,5.726103754714131,0.20543337026610972,0.0400386244058609,4.048874427881092,0.06797254621982575
52,5.726103754714131,0.2844444679096341,0.04089959235861897,4.048874427881092,0.06797254621982575
53,5.726103754714131,0.2844444679096341,0.0400386244058609,4.1453207108099015,0.06797254621982575
54,5.726103754714131,0.2844444679096341,0.0400386244058609,4.048874427881092,0.07492143508046867
55,5.726103754714131,0.20543337026610972,0.04089959235861897,4.1453207108099015,0.07492143508046867
56,4.915927229449153,0.2844444679096341,0.04089959235861897,4.1453207108099015,0.07492143508046867
57,4.915927229449153,0.20543337026610972,0.0400386244058609,4.1453207108099015,0.07492143508046867
58,4.915927229449153,0.20543337026610972,0.04089959235861897,4.048874427881092,0.07492143508046867
59,4.915927229449153,0.20543337026610972,0.04089959235861897,4.1453207108099015,0.06797254621982575
60,4.915927229449153,0.20543337026610972,0.04089959235861897,4.1453207108099015,0.07492143508046867
61,2.774221571162343,0.20217115469276906,0.059561089426279065,4.869095011688769,0.09643900815397502
62,6.8671380169689655,0.20217115469276906,0.059561089426279065,4.869095011688769,0.09643900815397502
63,2.774221571162343,0.2868364664725959,0.059561089426279065,4.869095011688769,0.09643900815397502
64,2.774221571162343,0.20217115469276906,0.058422282338142395,4.869095011688769,0.09643900815397502
65,2.774221571162343,0.20217115469276906,0.059561089426279065,3.610728543996811,0.09643900815397502
66,2.774221571162343,0.20217115469276906,0.059561089426279065,4.869095011688769,0.03801230107434094
67,2.774221571162343,0.2868364664725959,0.058422282338142395,3.610728543996811,0.03801230107434094
68,6.8671380169689655,0.20217115469276906,0.058422282338142395,3.610728543996811,0.03801230107434094
69,6.8671380169689655,0.2868364664725959,0.059561089426279065,3.610728543996811,0.03801230107434094
70,6.8671380169689655,0.2868364664725959,0.058422282338142395,4.869095011688769,0.03801230107434094
71,6.8671380169689655,0.2868364664725959,0.058422282338142395,3.610728543996811,0.09643900815397502
72,6.8671380169689655,0.2868364664725959,0.058422282338142395,3.610728543996811,0.03801230107434094
73,1.0771871265023947,0.26284680534154176,0.048624548371881245,2.8387066984083504,0.0774629828799516
74,9.374157227575779,0.26284680534154176,0.048624548371881245,2.8387066984083504,0.0774629828799516
75,1.0771871265023947,0.2468225235119462,0.048624548371881245,2.8387066984083504,0.0774629828799516
76,1.0771871265023947,0.26284680534154176,0.052310471329838036,2.8387066984083504,0.0774629828799516
77,1.0771871265023947,0.26284680534154176,0.048624548371881245,2.366927615432069,0.0774629828799516
78,1.0771871265023947,0.26284680534154176,0.048624548371881245,2.8387066984083504,0.055978335449472075
79,1.0771871265023947,0.2468225235119462,0.052310471329838036,2.366927615432069,0.055978335449472075
80,9.374157227575779,0.26284680534154176,0.052310471329838036,2.366927615432069,0.055978335449472075
81,9.374157227575779,0.2468225235119462,0.048624548371881245,2.366927615432069,0.055978335449472075
82,9.374157227575779,0.2468225235119462,0.052310471329838036,2.8387066984083504,0.055978335449472075
83,9.374157227575779,0.2468225235119462,0.052310471329838036,2.366927615432069,0.0774629828799516
84,9.374157227575779,0.2468225235119462,0.052310471329838036,2.366927615432069,0.055978335449472075
85,8.046989804133773,0.24892605431377887,0.05160026093944907,6.079920476796106,0.03593799599446357
86,2.419284926727414,0.24892605431377887,0.05160026093944907,6.079920476796106,0.03593799599446357
87,8.046989804133773,0.2642462618649006,0.05160026093944907,6.079920476796106,0.03593799599446357
88,8.046989804133773,0.24892605431377887,0.04983370967209339,6.079920476796106,0.03593799599446357
89,8.046989804133773,0.24892605431377887,0.05160026093944907,5.381553706284613,0.03593799599446357
90,8.046989804133773,0.24892605431377887,0.05160026093944907,6.079920476796106,0.09358732640743256
91,8.046989804133773,0.2642462618649006,0.04983370967209339,5.381553706284613,0.09358732640743256
92,2.419284926727414,0.24892605431377887,0.04983370967209339,5.381553706284613,0.09358732640743256
93,2.419284926727414,0.2642462618649006,0.05160026093944907,5.381553706284613,0.09358732640743256
94,2.419284926727414,0.2642462618649006,0.04983370967209339,6.079920476796106,0.09358732640743256
95,2.419284926727414,0.2642462618649006,0.04983370967209339,5.381553706284613,0.03593799599446357
96,2.419284926727414,0.2642462618649006,0.04983370967209339,5.381553706284613,0.09358732640743256
97,8.430226100608706,0.29761611483991146,0.04875317184254527,4.963536016745493,0.08438422206789256
98,0.6275790836662054,0.29761611483991146,0.04875317184254527,4.963536016745493,0.08438422206789256
99,8.430226100608706,0.21038898751139642,0.04875317184254527,4.963536016745493,0.08438422206789256
100,8.430226100608706,0.29761611483991146,0.042291415948420764,4.963536016745493,0.08438422206789256
101,8.430226100608706,0.29761611483991146,0.04875317184254527,4.604044944196939,0.08438422206789256
102,8.430226100608706,0.29761611483991146,0.04875317184254527,4.963536016745493,0.06638597988523544
103,8.430226100608706,0.21038898751139642,0.042291415948420764,4.604044944196939,0.06638597988523544
104,0.6275790836662054,0.29761611483991146,0.042291415948420764,4.604044944196939,0.06638597988523544
105,0.6275790836662054,0.21038898751139642,0.04875317184254527,4.604044944196939,0.06638597988523544
106,0.6275790836662054,0.21038898751139642,0.042291415948420764,4.963536016745493,0.06638597988523544
107,0.6275790836662054,0.21038898751139642,0.042291415948420764,4.604044944196939,0.08438422206789256
108,0.6275790836662054,0.21038898751139642,0.042291415948420764,4.604044944196939,0.06638597988523544
109,0.0884824525564909,0.2141705984249711,0.050787719618529084,3.686493252599612,0.04723609447479248
110,7.5789800100028515,0.2141705984249711,0.050787719618529084,3.686493252599612,0.04723609447479248
111,0.0884824525564909,0.27860938999801876,0.050787719618529084,3.686493252599612,0.04723609447479248
112,0.0884824525564909,0.2141705984249711,0.059773379862308504,3.686493252599612,0.04723609447479248
113,0.0884824525564909,0.2141705984249711,0.050787719618529084,3.133882590355352,0.04723609447479248
114,0.0884824525564909,0.2141705984249711,0.050787719618529084,3.686493252599612,0.09849286727607251
115,0.0884824525564909,0.27860938999801876,0.059773379862308504,3.133882590355352,0.09849286727607251
116,7.5789800100028515,0.2141705984249711,0.059773379862308504,3.133882590355352,0.09849286727607251
117,7.5789800100028515,0.27860938999801876,0.050787719618529084,3.133882590355352,0.09849286727607251
118,7.5789800100028515,0.27860938999801876,0.059773379862308504,3.686493252599612,0.09849286727607251
119,7.5789800100028515,0.27860938999801876,0.059773379862308504,3.133882590355352,0.04723609447479248
120,7.5789800100028515,0.27860938999801876,0.059773379862308504,3.133882590355352,0.09849286727607251
121,3.7044856045395136,0.2504569824784994,0.042348670586943624,5.786071145180614,0.05886190601624549
122,5.085998550057411,0.2504569824784994,0.042348670586943624,5.786071145180614,0.05886190601624549
123,3.7044856045395136,0.23776520071551205,0.042348670586943624,5.786071145180614,0.05886190601624549
124,3.7044856045395136,0.2504569824784994,0.05088065156713128,5.786071145180614,0.05886190601624549
125,3.7044856045395136,0.2504569824784994,0.042348670586943624,2.3094046797417103,0.05886190601624549
126,3.7044856045395136,0.2504569824784994,0.042348670586943624,5.786071145180614,0.08300471056252719
127,3.7044856045395136,0.23776520071551205,0.05088065156713128,2.3094046797417103,0.08300471056252719
128,5.085998550057411,0.2504569824784994,0.05088065156713128,2.3094046797417103,0.08300471056252719
129,5.085998550057411,0.23776520071551205,0.042348670586943624,2.3094046797417103,0.08300471056252719
130,5.085998550057411,0.23776520071551205,0.05088065156713128,5.786071145180614,0.08300471056252719
131,5.085998550057411,0.23776520071551205,0.05088065156713128,2.3094046797417103,0.05886190601624549
132,5.085998550057411,0.23776520071551205,0.05088065156713128,2.3094046797417103,0.08300471056252719
133,5.440370449796319,0.23614517096430063,0.05781716354191303,2.86455282561481,0.09170524393208326
134,3.1309349182993174,0.23614517096430063,0.05781716354191303,2.86455282561481,0.09170524393208326
135,5.440370449796319,0.26993441889062525,0.05781716354191303,2.86455282561481,0.09170524393208326
136,5.440370449796319,0.23614517096430063,0.04836191453039646,2.86455282561481,0.09170524393208326
137,5.440370449796319,0.23614517096430063,0.05781716354191303,5.420962552903221,0.09170524393208326
138,5.440370449796319,0.23614517096430063,0.05781716354191303,2.86455282561481,0.04961691048927606
139,5.440370449796319,0.26993441889062525,0.04836191453039646,5.420962552903221,0.04961691048927606
140,3.1309349182993174,0.23614517096430063,0.04836191453039646,5.420962552903221,0.04961691048927606
141,3.1309349182993174,0.26993441889062525,0.05781716354191303,5.420962552903221,0.04961691048927606
